# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18657, V max: 5.23165,,,,,,,,
# I min: 0.31357, I max: 0.64083,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22086,0.32625,0.00000453,0.00001183,,,,,
0.1,5.22086,0.33421,0.0000137,0.00002395,,,,,
0.2,5.23165,0.31929,0.00002278,0.00003552,,,,,
0.3,5.2207,0.33297,0.00003184,0.00004759,,,,,
0.4,5.22066,0.33968,0.00004118,0.00005991,,,,,
0.5,5.22054,0.33421,0.00005054,0.00007202,,,,,
0.6,5.22047,0.3275,0.00005973,0.0000839,,,,,
0.7,5.22039,0.31631,0.00006867,0.00009536,,,,,
0.8,5.22078,0.31382,0.00007743,0.00010675,,,,,
0.9,5.2223,0.31879,0.00008621,0.00011831,,,,,
1,5.22289,0.31357,0.00009499,0.00012968,,,,,
1.1,5.22301,0.40036,0.00010491,0.00014415,1,,,,
1.2,5.20285,0.52072,0.0001177,0.00016292,2,,,,
1.3,5.19408,0.6075,0.00013337,0.00018482,3,,,,
1.4,5.19158,0.61074,0.00015029,0.00020685,4,,,,
1.5,5.19408,0.60253,0.00016714,0.00022855,5,,,,
1.6,5.18908,0.60129,0.00018386,0.00025023,6,,,,
1.7,5.19033,0.59855,0.00020053,0.00027186,7,,,,
1.8,5.19158,0.59731,0.00021714,0.00029344,8,,,,
1.9,5.20082,0.59955,0.00023376,0.00031508,9,,,,
2,5.19781,0.60303,0.00025046,0.00033683,10,,,,
2.1,5.19472,0.61372,0.00026736,0.00035896,11,,,,
2.2,5.19265,0.59778,0.00028419,0.00038051,12,,,,
2.3,5.19171,0.59283,0.00030072,0.00040189,13,,,,
2.4,5.19167,0.60629,0.00031738,0.00042375,14,,,,
2.5,5.19155,0.58836,0.00033397,0.00044496,15,,,,
2.6,5.19151,0.64083,0.00035104,0.00046806,16,,,,
2.7,5.19139,0.6187,0.00036854,0.00049037,17,,,,
2.8,5.19155,0.6073,0.00038556,0.00051226,18,,,,
2.9,5.19159,0.58463,0.00040212,0.00053334,19,,,,
3,5.19178,0.60536,0.00041865,0.00055516,20,,,,
3.1,5.1919,0.62889,0.00043579,0.00057789,21,,,,
3.2,5.20786,0.53216,0.00045192,0.00059708,22,,,,
3.3,5.19276,0.52196,0.00046656,0.00061594,23,,,,
3.4,5.20535,0.51947,0.00048102,0.00063468,24,,,,
3.5,5.19452,0.53315,0.00049564,0.00065392,25,,,,
3.6,5.19538,0.53315,0.00051045,0.00067316,26,,,,
3.7,5.19652,0.5329,0.00052526,0.00069239,27,,,,
3.8,5.19734,0.54658,0.00054025,0.00071212,28,,,,
3.9,5.19828,0.51699,0.00055502,0.00073079,29,,,,
4,5.1991,0.50953,0.00056928,0.00074919,30,,,,
4.1,5.2,0.51574,0.00058352,0.00076782,31,,,,
4.2,5.2009,0.52861,0.00059802,0.00078691,32,,,,
4.3,5.2011,0.52668,0.00061268,0.00080593,33,,,,
4.4,5.20102,0.52677,0.00062731,0.00082496,34,,,,
4.5,5.20102,0.54932,0.00064226,0.0008448,35,,,,
4.6,5.20106,0.52682,0.0006572,0.00086383,36,,,,
4.7,5.20118,0.51425,0.00067166,0.0008824,37,,,,
