# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18532, V max: 5.22266,,,,,,,,
# I min: 0.31631, I max: 0.62839,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22262,0.31705,0.0000044,0.0000115,,,,,
0.1,5.21162,0.35983,0.0000138,0.00002455,,,,,
0.2,5.22262,0.34714,0.00002362,0.00003714,,,,,
0.3,5.22258,0.34292,0.00003321,0.00004958,,,,,
0.4,5.22266,0.33152,0.00004257,0.0000616,,,,,
0.5,5.22258,0.34739,0.000052,0.0000742,,,,,
0.6,5.22246,0.34441,0.00006161,0.00008669,,,,,
0.7,5.22254,0.33139,0.000071,0.00009871,,,,,
0.8,5.22254,0.31631,0.00007999,0.00011018,,,,,
0.9,5.2225,0.33092,0.00008898,0.00012213,,,,,
1,5.2016,0.52718,0.0001009,0.00014113,1,,,,
1.1,5.18908,0.61894,0.00011682,0.00016342,2,,,,
1.2,5.19408,0.62317,0.00013407,0.00018589,3,,,,
1.3,5.19158,0.61621,0.00015129,0.00020811,4,,,,
1.4,5.18532,0.60303,0.00016822,0.00022985,5,,,,
1.5,5.19033,0.6269,0.0001853,0.00025245,6,,,,
1.6,5.19033,0.60104,0.00020236,0.00027412,7,,,,
1.7,5.20114,0.62839,0.00021943,0.0002968,8,,,,
1.8,5.19801,0.61646,0.00023672,0.00031904,9,,,,
1.9,5.19503,0.61422,0.00025381,0.00034119,10,,,,
2,5.19218,0.61347,0.00027087,0.0003633,11,,,,
2.1,5.19131,0.61144,0.00028788,0.00038534,12,,,,
2.2,5.19104,0.61396,0.0003049,0.00040748,13,,,,
2.3,5.19104,0.61426,0.00032196,0.00042962,14,,,,
2.4,5.191,0.61453,0.00033902,0.00045177,15,,,,
2.5,5.191,0.61479,0.0003561,0.00047394,16,,,,
2.6,5.19092,0.61495,0.00037318,0.0004961,17,,,,
2.7,5.19088,0.61514,0.00039026,0.00051828,18,,,,
2.8,5.19088,0.6157,0.00040736,0.00054047,19,,,,
2.9,5.19085,0.61575,0.00042446,0.00056267,20,,,,
3,5.19085,0.60129,0.00044136,0.0005844,21,,,,
3.1,5.2041,0.52868,0.00045706,0.0006035,22,,,,
3.2,5.19139,0.55006,0.00047204,0.00062333,23,,,,
3.3,5.20285,0.52793,0.00048701,0.00064237,24,,,,
3.4,5.193,0.54782,0.00050195,0.00066213,25,,,,
3.5,5.2041,0.52669,0.00051688,0.00068113,26,,,,
3.6,5.19484,0.54583,0.00053177,0.00070083,27,,,,
3.7,5.1957,0.57504,0.00054734,0.00072158,28,,,,
3.8,5.19628,0.5436,0.00056288,0.0007412,29,,,,
3.9,5.19707,0.53887,0.00057791,0.00076065,30,,,,
4,5.19789,0.54335,0.00059294,0.00078026,31,,,,
4.1,5.19871,0.53166,0.00060787,0.00079946,32,,,,
4.2,5.19926,0.54336,0.0006228,0.00081908,33,,,,
4.3,5.1993,0.54321,0.00063789,0.00083869,34,,,,
4.4,5.18908,0.58687,0.00065359,0.00085988,35,,,,
4.5,5.19938,0.54317,0.00066928,0.00087949,36,,,,
4.6,5.19934,0.52992,0.00068419,0.00089863,37,,,,
4.7,5.19938,0.54308,0.00069909,0.00091824,38,,,,
4.8,5.19965,0.54123,0.00071415,0.00093778,39,,,,
4.9,5.19981,0.54012,0.00072917,0.00095728,40,,,,
5,5.19984,0.54027,0.00074418,0.00097679,41,,,,
5.1,5.19981,0.55503,0.00075939,0.00099683,42,,,,
5.2,5.19973,0.52644,0.00077441,0.00101584,43,,,,
5.3,5.19965,0.55155,0.00078938,0.00103576,44,,,,
5.4,5.19965,0.52544,0.00080434,0.00105473,45,,,,
5.5,5.19961,0.5405,0.00081914,0.00107425,46,,,,
5.6,5.19961,0.52868,0.00083399,0.00109334,47,,,,
5.7,5.19961,0.54069,0.00084885,0.00111286,48,,,,
5.8,5.19953,0.52942,0.00086371,0.00113198,49,,,,
5.9,5.19953,0.5412,0.00087858,0.00115152,50,,,,
6,5.19945,0.52693,0.00089341,0.00117055,51,,,,
6.1,5.19953,0.55454,0.00090843,0.00119057,52,,,,
6.2,5.19961,0.52669,0.00092345,0.00120959,53,,,,
6.3,5.19961,0.53166,0.00093815,0.00122878,54,,,,
6.4,5.19957,0.5416,0.00095306,0.00124834,55,,,,
6.5,5.19953,0.57667,0.00096859,0.00126916,56,,,,
6.6,5.19926,0.54472,0.00098416,0.00128883,57,,,,
6.7,5.19926,0.54478,0.00099929,0.0013085,58,,,,
6.8,5.1993,0.53265,0.00101426,0.00132773,59,,,,
6.9,5.19934,0.54442,0.00102922,0.00134739,60,,,,
7,5.19934,0.54436,0.00104434,0.00136704,61,,,,
7.1,5.19945,0.52644,0.00105921,0.00138605,62,,,,
7.2,5.19938,0.54439,0.00107409,0.00140571,63,,,,
7.3,5.19945,0.52743,0.00108897,0.00142475,64,,,,
7.4,5.19938,0.54462,0.00110386,0.00144442,65,,,,
7.5,5.19949,0.54462,0.00111899,0.00146408,66,,,,
7.6,5.19984,0.54157,0.00113408,0.00148364,67,,,,
7.7,5.19988,0.52942,0.00114895,0.00150276,68,,,,
7.8,5.19984,0.55205,0.00116397,0.00152269,69,,,,
7.9,5.19988,0.5247,0.00117893,0.00154164,70,,,,
8,5.19984,0.54158,0.00119374,0.00156119,71,,,,
8.1,5.19977,0.52544,0.00120855,0.00158013,72,,,,
8.2,5.19977,0.54085,0.00122336,0.00159966,73,,,,
8.3,5.19969,0.54085,0.00123839,0.00161919,74,,,,
8.4,5.19969,0.54067,0.00125341,0.00163871,75,,,,
8.5,5.19969,0.52942,0.00126827,0.00165783,76,,,,
8.6,5.19969,0.59905,0.00128394,0.00167946,77,,,,
8.7,5.19957,0.54067,0.00129977,0.00169898,78,,,,
8.8,5.19957,0.5407,0.00131479,0.0017185,79,,,,
8.9,5.19953,0.49834,0.00132922,0.0017365,80,,Total,0.00157737,Wh
9,5.19984,0.49734,0.00134305,0.00175446,81,,In J,5.678532,J
9.1,5.20043,0.47994,0.00135663,0.0017718,82,,One cycle,0.005678532,J
9.2,5.20098,0.50356,0.00137029,0.00178998,83,,,,
9.3,5.20133,0.4767,0.0013839,0.0018072,84,,Wh to J,3600,s
9.4,5.20176,0.49933,0.00139746,0.00182524,85,,Cyber count,1000,
