# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18782, V max: 5.22281,,,,,,,,
# I min: 0.31656, I max: 0.63287,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22058,0.33322,0.00000463,0.00001208,,,,,
0.1,5.22144,0.31681,0.00001366,0.00002357,,,,,
0.2,5.22246,0.33462,0.0000227,0.00003571,,,,,
0.3,5.22258,0.33423,0.00003199,0.00004783,,,,,
0.4,5.22254,0.33417,0.00004128,0.00005995,,,,,
0.5,5.22277,0.31656,0.00005031,0.00007143,,,,,
0.6,5.22281,0.33105,0.00005931,0.00008344,,,,,
0.7,5.22281,0.33107,0.00006851,0.00009545,,,,,
0.8,5.22266,0.3173,0.00007751,0.00010695,,,,,
0.9,5.22266,0.33048,0.00008651,0.00011894,,,,,
1,5.22262,0.34242,0.00009585,0.00013132,,,,,
1.1,5.20535,0.47347,0.00010719,0.0001484,1,,,,
1.2,5.19033,0.59532,0.00012203,0.00016986,2,,,,
1.3,5.19408,0.60875,0.00013875,0.00019182,3,,,,
1.4,5.19283,0.58239,0.0001553,0.00021281,4,,,,
1.5,5.18782,0.60825,0.00017183,0.00023475,5,,,,
1.6,5.19283,0.59681,0.00018857,0.00025628,6,,,,
1.7,5.2063,0.5993,0.00020518,0.00027788,7,,,,
1.8,5.20344,0.60925,0.00022197,0.00029988,8,,,,
1.9,5.20055,0.61919,0.00023903,0.00032223,9,,,,
2,5.19765,0.58637,0.00025577,0.00034338,10,,,,
2.1,5.1946,0.61795,0.0002725,0.00036566,11,,,,
2.2,5.19233,0.62168,0.00028972,0.00038808,12,,,,
2.3,5.1921,0.6187,0.00030694,0.00041039,13,,,,
2.4,5.19214,0.58662,0.00032369,0.00043154,14,,,,
2.5,5.19221,0.60414,0.00034022,0.00045332,15,,,,
2.6,5.19218,0.60443,0.00035701,0.00047512,16,,,,
2.7,5.19218,0.59258,0.00037363,0.00049648,17,,,,
2.8,5.19214,0.6045,0.00039026,0.00051828,18,,,,
2.9,5.1921,0.6041,0.00040705,0.00054006,19,,,,
3,5.1921,0.60394,0.00042382,0.00056184,20,,,,
