# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18908, V max: 5.22223,,,,,,,,
# I min: 0.3183, I max: 0.64033,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22223,0.31855,0.00000442,0.00001155,,,,,
0.1,5.22223,0.33106,0.00001345,0.00002356,,,,,
0.2,5.22215,0.33106,0.00002264,0.00003556,,,,,
0.3,5.2218,0.31879,0.00003167,0.00004712,,,,,
0.4,5.22187,0.32178,0.00004057,0.00005879,,,,,
0.5,5.22195,0.33406,0.00004967,0.00007091,,,,,
0.6,5.22195,0.3183,0.00005873,0.00008245,,,,,
0.7,5.22191,0.33371,0.00006779,0.00009455,,,,,
0.8,5.22203,0.33374,0.00007706,0.00010662,,,,,
0.9,5.20786,0.45109,0.00008796,0.00012287,1,,,,
1,5.19033,0.61596,0.00010278,0.00014508,2,,,,
1.1,5.19033,0.6371,0.00012018,0.00016804,3,,,,
1.2,5.18908,0.62616,0.00013773,0.00019062,4,,,,
1.3,5.19158,0.63138,0.0001552,0.0002134,5,,,,
1.4,5.18908,0.6172,0.00017254,0.00023565,6,,,,
1.5,5.18908,0.62765,0.00018983,0.00025827,7,,,,
1.6,5.19033,0.61646,0.00020711,0.00028052,8,,,,
1.7,5.19848,0.63113,0.00022443,0.00030329,9,,,,
1.8,5.19523,0.62864,0.00024193,0.00032596,10,,,,
1.9,5.19202,0.6187,0.00025925,0.00034826,11,,,,
2,5.1901,0.62215,0.00027649,0.00037068,12,,,,
2.1,5.18975,0.62516,0.00029381,0.00039321,13,,,,
2.2,5.18975,0.61298,0.00031101,0.0004153,14,,,,
2.3,5.18979,0.64033,0.00032842,0.00043838,15,,,,
2.4,5.18987,0.6254,0.000346,0.00046092,16,,,,
2.5,5.18991,0.61447,0.00036322,0.00048307,17,,,,
2.6,5.18987,0.62554,0.00038044,0.00050561,18,,,,
2.7,5.18991,0.62561,0.00039782,0.00052816,19,,,,
2.8,5.18987,0.61472,0.00041504,0.00055031,20,,,,
2.9,5.18983,0.63983,0.00043247,0.00057337,21,,,,
3,5.18998,0.57965,0.0004494,0.00059427,22,,,,
3.1,5.19049,0.54086,0.00046497,0.00061377,23,,,,
3.2,5.19135,0.55006,0.00048012,0.0006336,24,,,,
3.3,5.19214,0.56399,0.00049559,0.00065394,25,,,,
3.4,5.19288,0.53738,0.00051089,0.00067332,26,,,,
3.5,5.1937,0.55876,0.00052611,0.00069348,27,,,,
3.6,5.19456,0.53365,0.00054128,0.00071273,28,,,,
3.7,5.19538,0.56051,0.00055648,0.00073296,29,,,,
3.8,5.19632,0.56802,0.00057216,0.00075346,30,,,,
3.9,5.19714,0.53862,0.00058753,0.0007729,31,,,,
4,5.19816,0.55331,0.00060269,0.00079287,32,,,,
4.1,5.19855,0.53589,0.00061782,0.00081222,33,,,,
4.2,5.19863,0.55005,0.0006329,0.00083208,34,,,,
4.3,5.19863,0.55012,0.00064818,0.00085194,35,,,,
4.4,5.19863,0.53812,0.0006633,0.00087137,36,,,,
4.5,5.19859,0.55011,0.00067841,0.00089123,37,,,,
4.6,5.19863,0.53738,0.00069351,0.00091063,38,,,,
4.7,5.19863,0.55012,0.00070862,0.00093049,39,,,,
4.8,5.19859,0.55005,0.0007239,0.00095034,40,,,,
4.9,5.19863,0.55004,0.00073918,0.0009702,41,,,,
5,5.19855,0.55002,0.00075446,0.00099006,42,,,,
5.1,5.19844,0.55004,0.00076973,0.00100991,43,,,,
5.2,5.1984,0.55005,0.00078501,0.00102977,44,,,,
5.3,5.1984,0.55,0.00080029,0.00104962,45,,,,
5.4,5.19836,0.55012,0.00081557,0.00106948,46,,,,
5.5,5.19848,0.55014,0.00083085,0.00108934,47,,,,
5.6,5.19851,0.5503,0.00084614,0.00110921,48,,,,
5.7,5.19848,0.55037,0.00086142,0.00112908,49,,,,
5.8,5.19832,0.58562,0.0008772,0.00115022,50,,,,
5.9,5.19812,0.55341,0.00089302,0.0011702,51,,,,
6,5.19812,0.55346,0.00090839,0.00119017,52,,,,
6.1,5.19816,0.53887,0.00092357,0.00120963,53,,,,
6.2,5.19824,0.5702,0.00093897,0.00123021,54,,,,
6.3,5.19816,0.6085,0.00095534,0.00125218,55,,,,
6.4,5.19824,0.55353,0.00097148,0.00127216,56,,,,
6.5,5.19828,0.5535,0.00098686,0.00129214,57,,,,
6.6,5.19808,0.53862,0.00100202,0.00131158,58,,,,
6.7,5.19816,0.55338,0.00101719,0.00133156,59,,,,
6.8,5.19812,0.53812,0.00103235,0.00135098,60,,,,
6.9,5.19836,0.55034,0.00104747,0.00137085,61,,,,
7,5.19836,0.55033,0.00106275,0.00139072,62,,,,
7.1,5.1984,0.53912,0.00107789,0.00141018,63,,,,
7.2,5.19832,0.5504,0.00109302,0.00143005,64,,,,
7.3,5.19836,0.54011,0.00110816,0.00144955,65,,,,
7.4,5.19832,0.55044,0.00112331,0.00146942,66,,,,
7.5,5.19828,0.55047,0.0011386,0.00148929,67,,,,
7.6,5.19848,0.55055,0.00115389,0.00150916,68,,,,
7.7,5.19844,0.55055,0.00116919,0.00152904,69,,,,
7.8,5.1984,0.55118,0.00118449,0.00154894,70,,,,
7.9,5.19851,0.5511,0.0011998,0.00156883,71,,,,
8,5.19851,0.55105,0.0012151,0.00158873,72,,,,
8.1,5.19851,0.551,0.00123041,0.00160862,73,,,,
8.2,5.19863,0.55096,0.00124572,0.00162851,74,,,,
8.3,5.19871,0.55096,0.00126102,0.0016484,75,,,,
8.4,5.19863,0.55094,0.00127632,0.00166829,76,,,,
8.5,5.19859,0.55098,0.00129163,0.00168818,77,,,,
8.6,5.19851,0.49038,0.00130609,0.00170589,78,,,,
8.7,5.19918,0.49137,0.00131973,0.00172363,79,,,,
8.8,5.19988,0.50207,0.00133353,0.00174176,80,,Total,0.00170841,Wh
8.9,5.20059,0.48192,0.00134719,0.00175917,81,,In J,6.150276,J
9,5.20114,0.50132,0.00136085,0.00177728,82,,One cycle,0.006150276,J
9.1,5.2018,0.47919,0.00137447,0.00179459,83,,,,
9.2,5.20243,0.5048,0.00138813,0.00181283,84,,Wh to J,3600,s
9.3,5.20301,0.51073,0.00140224,0.00183128,85,,Cyber count,1000,
