# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,
# V min: 5.2041, V max: 5.2329,,,,,,,
# I min: 0.31183, I max: 0.45283,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,
114,5.22313,0.3278,0.0109282,0.01426956,,,,1141
114.1,5.22305,0.33869,0.01093745,0.01428185,,,,1142
114.2,5.22297,0.3285,0.01094672,0.01429376,,,,1143
114.3,5.22285,0.33919,0.01095599,0.01430606,,,,1144
114.4,5.20911,0.33993,0.01096542,0.01431839,,,,1145
114.5,5.22289,0.32766,0.0109747,0.01433028,,,,1146
114.6,5.22281,0.31382,0.01098361,0.01434166,,,,1147
114.7,5.22289,0.31482,0.01099234,0.01435308,,,,1148
114.8,5.22297,0.31606,0.0110011,0.01436454,,,,1149
114.9,5.22309,0.31656,0.01100989,0.01437602,,,,1150
115,5.22309,0.32775,0.01101883,0.01438791,,,,1151
115.1,5.22313,0.34068,0.01102812,0.01440027,,,,1152
115.2,5.22313,0.33894,0.01103756,0.01441254,,,,1153
115.3,5.22293,0.41404,0.01104802,0.01442755,,,,1154
115.4,5.21036,0.40906,0.01105945,0.01444239,,,,1155
115.5,5.20911,0.40683,0.01107078,0.01445713,,,,1156
115.6,5.22027,0.39738,0.01108195,0.01447154,,,,1157
115.7,5.21941,0.40061,0.01109303,0.01448606,,,,1158
115.8,5.21843,0.41056,0.0111043,0.01450093,,,,1159
115.9,5.21761,0.41155,0.01111572,0.01451584,,,,1160
116,5.21679,0.41627,0.01112721,0.01453092,,,,1161
116.1,5.21593,0.41354,0.01113874,0.0145459,,,,1162
116.2,5.2151,0.39725,0.01115,0.01456028,,,,1163
116.3,5.21471,0.40158,0.0111611,0.01457482,,,,1164
116.4,5.21456,0.40338,0.01117228,0.01458943,,,,1165
116.5,5.21456,0.40342,0.01118348,0.01460404,,,,1166
116.6,5.2146,0.41627,0.01119487,0.01461911,,,,1167
116.7,5.21467,0.41826,0.01120646,0.01463426,,,,1168
116.8,5.21467,0.39166,0.0112177,0.01464844,,,,1169
116.9,5.21471,0.40336,0.01122875,0.01466305,,,,1170
117,5.21471,0.40331,0.01123995,0.01467766,,,,1171
117.1,5.21464,0.41876,0.01125137,0.01469282,,,,1172
117.2,5.21464,0.41876,0.011263,0.01470803,,,,1173
117.3,5.2146,0.31283,0.01127316,0.01471938,,,,1174
117.4,5.21507,0.31979,0.01128195,0.01473096,,,,1175
117.5,5.21604,0.31656,0.01129079,0.01474243,,,,1176
117.6,5.22664,0.37599,0.0113004,0.01475605,,,,1177
117.7,5.21694,0.33023,0.01131021,0.01476802,,,,1178
117.8,5.21792,0.33421,0.01131944,0.01478013,,,,1179
117.9,5.2187,0.36961,0.01132922,0.01479353,,,,1180
118,5.21941,0.31929,0.01133879,0.01480512,,,,1181
118.1,5.22023,0.31506,0.0113476,0.01481655,,,,1182
118.2,5.22117,0.31382,0.01135633,0.01482793,,,,1183
118.3,5.22211,0.31308,0.01136504,0.01483928,,,,1184
118.4,5.22274,0.33734,0.01137407,0.01485152,,,,1185
118.5,5.22262,0.33735,0.01138344,0.01486375,,,,1186
118.6,5.22277,0.3919,0.01139357,0.01487797,,,,1187
118.7,5.2234,0.34416,0.01140379,0.01489045,,,,1188
118.8,5.22336,0.33015,0.01141316,0.01490243,,,,1189
118.9,5.22344,0.31531,0.01142212,0.01491387,,,,1190
119,5.22348,0.31482,0.01143087,0.01492529,,,,1191
119.1,5.22371,0.31233,0.01143959,0.01493662,,,,1192
119.2,5.22367,0.31308,0.01144827,0.01494797,,,,1193
119.3,5.22363,0.31283,0.01145696,0.01495932,,,,1194
119.4,5.22367,0.31183,0.01146564,0.01497063,,,,1195
119.5,5.22375,0.32757,0.01147452,0.01498252,,,,1196
119.6,5.22379,0.32755,0.01148362,0.0149944,,,,1197
119.7,5.22371,0.3276,0.01149272,0.01500628,,,,1198
119.8,5.22371,0.33844,0.01150197,0.01501856,,,,1199
119.9,5.22371,0.34043,0.0115114,0.01503091,,,,1200
120,5.22379,0.31407,0.01152049,0.0150423,,,,1201
120.1,5.22371,0.31283,0.0115292,0.01505365,,,,1202
120.2,5.22367,0.31332,0.01153789,0.01506502,,,,1203
120.3,5.22356,0.31233,0.01154658,0.01507635,,,,1204
120.4,5.22348,0.31308,0.01155527,0.0150877,,,,1205
120.5,5.22332,0.32723,0.01156416,0.01509957,,,,1206
120.6,5.22328,0.3272,0.01157325,0.01511144,,,,1207
120.7,5.22324,0.37599,0.01158302,0.01512508,,,,1208
120.8,5.22281,0.34142,0.01159298,0.01513746,,,,1209
120.9,5.22281,0.34167,0.01160247,0.01514985,,,,1210
121,5.22281,0.33045,0.0116118,0.01516184,,,,1211
121.1,5.22281,0.31382,0.01162075,0.01517322,,,,1212
121.2,5.22281,0.31432,0.01162948,0.01518462,,,,1213
121.3,5.22281,0.31357,0.0116382,0.01519599,,,,1214
121.4,5.22281,0.31382,0.01164691,0.01520738,,,,1215
121.5,5.22285,0.31506,0.01165564,0.0152188,,,,1216
121.6,5.22281,0.31556,0.0116644,0.01523025,,,,1217
121.7,5.22285,0.33013,0.01167337,0.01524222,,,,1218
121.8,5.22317,0.34118,0.01168269,0.0152546,,,,1219
121.9,5.2234,0.33968,0.01169215,0.01526692,,,,1220
122,5.22348,0.33794,0.01170156,0.01527918,,,,1221
122.1,5.22344,0.327,0.0117108,0.01529104,,,,1222
122.2,5.22348,0.31357,0.01171969,0.01530241,,,,1223
122.3,5.22344,0.31681,0.01172845,0.01531391,,,,1224
122.4,5.22352,0.31382,0.01173721,0.01532529,,,,1225
122.5,5.22352,0.31581,0.01174595,0.01533675,,,,1226
122.6,5.22363,0.327,0.01175488,0.01534861,,,,1227
122.7,5.22367,0.34043,0.01176415,0.01536096,,,,1228
122.8,5.2236,0.33919,0.01177359,0.01537326,,,,1229
122.9,5.22352,0.40981,0.01178399,0.01538813,,,,1230
,5.221125577,0.345063959,,,,,,
,,,,,,,,
,,,,,,,,
,,1.801622262,,,,,,
,,,,,,,,
,,,,,,,,
,,,,54.15228,,,,
