# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18782, V max: 5.22254,,,,,,,,
# I min: 0.31506, I max: 0.62715,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.2223,0.32901,0.00000457,0.00001193,,,,,
0.1,5.22238,0.32895,0.00001371,0.00002386,,,,,
0.2,5.22246,0.34167,0.00002302,0.00003625,,,,,
0.3,5.22254,0.3296,0.00003235,0.00004821,,,,,
0.4,5.22242,0.31506,0.0000413,0.00005963,,,,,
0.5,5.22246,0.32953,0.00005025,0.00007158,,,,,
0.6,5.22246,0.40434,0.00006044,0.00008625,,,,,
0.7,5.22227,0.33124,0.00007066,0.00009826,,,,,
0.8,5.22215,0.33259,0.00007988,0.00011032,,,,,
0.9,5.22215,0.33249,0.00008912,0.00012238,,,,,
1,5.22207,0.33249,0.00009835,0.00013444,,,,,
1.1,5.22199,0.31556,0.00010735,0.00014585,,,,,
1.2,5.20786,0.48018,0.00011841,0.00016317,1,,,,
1.3,5.19283,0.62292,0.00013373,0.00018563,2,,,,
1.4,5.18908,0.61447,0.00015091,0.00020778,3,,,,
1.5,5.19158,0.6264,0.00016815,0.00023039,4,,,,
1.6,5.19534,0.60552,0.00018526,0.00025221,5,,,,
1.7,5.18782,0.61845,0.00020226,0.0002745,6,,,,
1.8,5.18908,0.61347,0.00021937,0.00029661,7,,,,
1.9,5.20172,0.61173,0.00023638,0.00031869,8,,,,
2,5.19867,0.6187,0.00025347,0.00034101,9,,,,
2.1,5.19566,0.62715,0.00027078,0.00036363,10,,,,
2.2,5.19276,0.60038,0.00028783,0.00038527,11,,,,
2.3,5.19135,0.62392,0.00030483,0.00040777,12,,,,
2.4,5.19116,0.61403,0.00032202,0.0004299,13,,,,
2.5,5.19128,0.61422,0.00033908,0.00045205,14,,,,
2.6,5.1912,0.61426,0.00035614,0.00047419,15,,,,
2.7,5.1912,0.60328,0.00037305,0.00049594,16,,,,
2.8,5.19124,0.61431,0.00038997,0.00051808,17,,,,
2.9,5.19116,0.61429,0.00040703,0.00054023,18,,,,
3,5.19116,0.61462,0.0004241,0.00056239,19,,,,
3.1,5.19116,0.61453,0.00044117,0.00058459,20,,,,
3.2,5.2016,0.53265,0.0004571,0.00060379,21,,,,
3.3,5.20535,0.54683,0.0004721,0.00062351,22,,,,
3.4,5.19257,0.57244,0.00048764,0.00064416,23,,,,
3.5,5.19308,0.53912,0.00050308,0.0006636,24,,,,
3.6,5.1939,0.54061,0.00051808,0.0006831,25,,,,
3.7,5.19484,0.54036,0.00053309,0.0007026,26,,,,
3.8,5.19566,0.53638,0.00054804,0.00072196,27,,,,
3.9,5.19652,0.5426,0.00056303,0.00074154,28,,,,
4,5.19742,0.56125,0.00057836,0.0007618,29,,,,
4.1,5.19828,0.52619,0.00059346,0.0007808,30,,,,
4.2,5.19906,0.54652,0.00060836,0.00080053,31,,,,
4.3,5.19957,0.5247,0.00062324,0.00081948,32,,,,
4.4,5.19961,0.54203,0.00063806,0.00083905,33,,,,
4.5,5.19981,0.52619,0.00065289,0.00085805,34,,,,
4.6,5.19996,0.53898,0.00066769,0.00087752,35,,,,
4.7,5.19988,0.539,0.00068266,0.00089698,36,,,,
4.8,5.19996,0.53902,0.00069763,0.00091644,37,,,,
4.9,5.19996,0.56324,0.00071294,0.00093678,38,,,,
5,5.19996,0.539,0.00072825,0.00095625,39,,,,
5.1,5.19996,0.53895,0.00074322,0.00097571,40,,,,
5.2,5.20004,0.5242,0.00075799,0.00099464,41,,,,
5.3,5.20008,0.5518,0.00077293,0.00101456,42,,,,
5.4,5.19996,0.52445,0.00078788,0.0010335,43,,,,
5.5,5.19992,0.53906,0.00080265,0.00105297,44,,,,
5.6,5.19996,0.52569,0.00081744,0.00107195,45,,,,
5.7,5.2,0.53908,0.00083223,0.00109142,46,,,,
5.8,5.19992,0.52892,0.00084706,0.00111052,47,,,,
5.9,5.19988,0.53904,0.00086189,0.00112998,48,,,,
6,5.19996,0.53907,0.00087687,0.00114945,49,,,,
6.1,5.20004,0.55628,0.00089208,0.00116954,50,,,,
6.2,5.19996,0.56473,0.00090765,0.00118993,51,,,,
6.3,5.19961,0.54274,0.00092303,0.00120953,52,,,,
6.4,5.19965,0.5242,0.00093785,0.00122845,53,,,,
6.5,5.19957,0.52768,0.00095246,0.00124751,54,,,,
6.6,5.19965,0.54273,0.00096733,0.0012671,55,,,,
6.7,5.19957,0.52992,0.00098222,0.00128624,56,,,,
6.8,5.19965,0.54266,0.00099712,0.00130583,57,,,,
6.9,5.19965,0.54278,0.0010122,0.00132543,58,,,,
7,5.19969,0.54274,0.00102727,0.00134503,59,,,,
7.1,5.19957,0.52693,0.00104213,0.00136406,60,,,,
7.2,5.19961,0.55255,0.00105712,0.00138401,61,,,,
7.3,5.20004,0.52544,0.00107209,0.00140299,62,,,,
7.4,5.20004,0.55255,0.00108707,0.00142294,63,,,,
7.5,5.20016,0.5242,0.00110202,0.00144187,64,,,,
7.6,5.20012,0.54956,0.00111693,0.00146171,65,,,,
7.7,5.20016,0.47994,0.00113123,0.00147905,66,,,,
7.8,5.20043,0.48988,0.0011447,0.00149674,67,,Total,0.00140435,Wh
7.9,5.20102,0.48367,0.00115822,0.00151421,68,,In J,5.05566,J
8,5.20153,0.49411,0.0011718,0.00153206,69,,One cycle,0.0505566,J
8.1,5.202,0.47944,0.00118533,0.00154938,70,,,,
8.2,5.20262,0.50207,0.00119896,0.00156752,71,,Wh to J,3600,s
8.3,5.20309,0.47546,0.00121254,0.00158471,72,,Cyber count,100,
