# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18657, V max: 5.22266,,,,,,,,
# I min: 0.31457, I max: 0.6836,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22234,0.33968,0.00000472,0.00001232,,,,,
0.1,5.22234,0.36107,0.00001445,0.00002541,,,,,
0.2,5.22211,0.31457,0.00002383,0.00003682,,,,,
0.3,5.22215,0.34217,0.00003296,0.00004923,,,,,
0.4,5.22223,0.33118,0.00004231,0.00006124,,,,,
0.5,5.2223,0.33121,0.00005151,0.00007325,,,,,
0.6,5.22238,0.31457,0.00006048,0.00008466,,,,,
0.7,5.2225,0.33062,0.00006944,0.00009665,,,,,
0.8,5.22266,0.33035,0.00007862,0.0001086,,,,,
0.9,5.22262,0.33033,0.00008779,0.00012055,1,,,,
1,5.18782,0.64555,0.00010135,0.00014379,2,,,,
1.1,5.18657,0.64282,0.00011924,0.00016694,3,,,,
1.2,5.19033,0.65475,0.00013726,0.00019053,4,,,,
1.3,5.18657,0.6468,0.00015534,0.00021383,5,,,,
1.4,5.19158,0.63386,0.00017313,0.00023667,6,,,,
1.5,5.18908,0.62839,0.00019066,0.0002593,7,,,,
1.6,5.18782,0.62914,0.00020812,0.00028196,8,,,,
1.7,5.19836,0.62715,0.00022557,0.00030459,9,,,,
1.8,5.19495,0.63834,0.00024315,0.0003276,10,,,,
1.9,5.19151,0.63958,0.0002609,0.00035065,11,,,,
2,5.18877,0.63195,0.00027856,0.00037342,12,,,,
2.1,5.18779,0.64085,0.00029624,0.0003965,13,,,,
2.2,5.18779,0.64103,0.00031404,0.0004196,14,,,,
2.3,5.18779,0.64113,0.00033185,0.00044269,15,,,,
2.4,5.18779,0.65351,0.00034983,0.00046624,16,,,,
2.5,5.18771,0.65227,0.00036796,0.00048974,17,,,,
2.6,5.18764,0.65152,0.00038607,0.00051321,18,,,,
2.7,5.18768,0.64161,0.00040403,0.00053632,19,,,,
2.8,5.18768,0.64147,0.00042185,0.00055943,20,,,,
2.9,5.18756,0.6836,0.00044026,0.00058412,21,,,,
3,5.18728,0.56274,0.00045757,0.00060444,22,,,,
3.1,5.18787,0.55553,0.0004731,0.0006245,23,,,,
3.2,5.19909,0.55827,0.00048857,0.00064462,24,,,,
3.3,5.18955,0.55752,0.00050407,0.00066476,25,,,,
3.4,5.20535,0.55926,0.00051958,0.00068492,26,,,,
3.5,5.19116,0.55777,0.00053509,0.00070503,27,,,,
3.6,5.19194,0.55678,0.00055057,0.00072511,28,,,,
3.7,5.19272,0.57742,0.00056632,0.00074593,29,,,,
3.8,5.19351,0.58694,0.0005825,0.0007671,30,,,,
3.9,5.19433,0.57923,0.00059869,0.000788,31,,,,
4,5.19558,0.56908,0.00061464,0.00080854,32,,,,
4.1,5.19597,0.56637,0.00063041,0.00082897,33,,,,
4.2,5.19589,0.56626,0.00064614,0.0008494,34,,,,
4.3,5.19589,0.56628,0.00066187,0.00086984,35,,,,
4.4,5.19589,0.58015,0.00067779,0.00089077,36,,,,
4.5,5.19578,0.57717,0.00069387,0.0009116,37,,,,
4.6,5.19585,0.57692,0.0007099,0.00093241,38,,,,
4.7,5.19589,0.56634,0.00072578,0.00095285,39,,,,
4.8,5.19589,0.56637,0.00074151,0.00097328,40,,,,
4.9,5.19585,0.56631,0.00075724,0.00099372,41,,Total,0.0009625,Wh
5,5.20911,0.51052,0.0007722,0.00101214,42,,In J,3.465,J
5.1,5.20911,0.49983,0.00078623,0.00103019,43,,One cycle,0.0003465,J
5.2,5.20911,0.49237,0.00080001,0.00104796,44,,,,
5.3,5.19898,0.49113,0.00081367,0.0010657,45,,Wh to J,3600,s
5.4,5.19992,0.48043,0.00082716,0.00108305,46,,Cyber count,10000,
