# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18532, V max: 5.22277,,,,,,,,
# I min: 0.31357, I max: 0.60726,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22277,0.31357,0.00000436,0.00001137,,,,,
0.1,5.2227,0.33069,0.0000133,0.00002337,,,,,
0.2,5.2227,0.33069,0.00002249,0.00003536,,,,,
0.3,5.22258,0.31382,0.00003144,0.00004674,,,,,
0.4,5.2225,0.33078,0.00004039,0.00005874,,,,,
0.5,5.22242,0.33082,0.00004958,0.00007074,,,,,
0.6,5.22277,0.32822,0.00005874,0.00008264,,,,,
0.7,5.2227,0.31531,0.00006767,0.00009408,,,,,
0.8,5.21162,0.34789,0.00007688,0.00010664,,,,,
0.9,5.22262,0.32757,0.00008627,0.00011846,,,,,
1,5.18908,0.5891,0.000099,0.0001397,1,,,,
1.1,5.19534,0.60726,0.00011561,0.0001616,2,,,,
1.2,5.19659,0.5988,0.00013236,0.00018318,3,,,,
1.3,5.19158,0.60701,0.00014911,0.00020507,4,,,,
1.4,5.19283,0.59433,0.0001658,0.00022651,5,,,,
1.5,5.18532,0.58786,0.00018222,0.00024771,6,,,,
1.6,5.19158,0.58214,0.00019847,0.00026874,7,,,,
1.7,5.18908,0.58264,0.00021464,0.00028978,8,,,,
1.8,5.19934,0.59159,0.00023095,0.00031112,9,,,,
1.9,5.19644,0.60154,0.00024752,0.00033282,10,,,,
2,5.1937,0.58352,0.00026398,0.00035386,11,,,,
2.1,5.19245,0.58313,0.00028019,0.00037489,12,,,,
2.2,5.19245,0.59497,0.00029655,0.00039634,13,,,,
2.3,5.19241,0.59605,0.00031309,0.00041783,14,,,,
2.4,5.19221,0.59834,0.00032968,0.00043941,15,,,,
2.5,5.19214,0.59841,0.0003463,0.00046098,16,,,,
2.6,5.19214,0.58189,0.00036269,0.00048196,17,,,,
2.7,5.19214,0.5799,0.00037883,0.00050287,18,,,,
2.8,5.19218,0.58239,0.00039497,0.00052387,19,,,,
2.9,5.19218,0.58065,0.00041113,0.00054481,20,,,,
3,5.19218,0.58164,0.00042727,0.00056578,21,,,,
3.1,5.19214,0.51027,0.00044243,0.00058422,22,,,,
3.2,5.193,0.514,0.00045666,0.00060276,23,,,,
3.3,5.19386,0.50654,0.00047084,0.00062104,24,,,,
3.4,5.19499,0.50381,0.00048487,0.00063921,25,,,,
3.5,5.19585,0.5058,0.00049889,0.00065747,26,,,,
3.6,5.19675,0.51152,0.00051302,0.00067593,27,,,,
3.7,5.19769,0.52072,0.00052736,0.00069473,28,,,,
3.8,5.19851,0.52519,0.00054188,0.00071369,29,,,,
3.9,5.19941,0.50605,0.00055621,0.00073197,30,,,,
4,5.20035,0.51326,0.00057036,0.00075051,31,,,,
4.1,5.2011,0.52245,0.00058475,0.00076937,32,,,,
4.2,5.20043,0.5288,0.00059935,0.00078847,33,,,,
4.3,5.20051,0.52884,0.00061404,0.00080757,34,,,,
4.4,5.20047,0.52894,0.00062873,0.00082667,35,,,,
4.5,5.20047,0.52906,0.00064342,0.00084578,36,,,,
4.6,5.20047,0.52896,0.00065812,0.00086488,37,,,,
4.7,5.20051,0.52893,0.00067281,0.00088398,38,,,,
4.8,5.20047,0.52897,0.0006875,0.00090309,39,,,,
4.9,5.20047,0.51425,0.00070199,0.00092166,40,,,,
5,5.20051,0.5513,0.00071679,0.00094157,41,,,,
5.1,5.18657,0.55901,0.00073221,0.00096176,42,,,,
5.2,5.20118,0.50729,0.00074702,0.00098008,43,,,,
5.3,5.20121,0.50779,0.00076112,0.00099842,44,,,,
5.4,5.20121,0.50605,0.0007752,0.0010167,45,,,,
5.5,5.20125,0.50878,0.0007893,0.00103508,46,,,,
5.6,5.20133,0.52282,0.00080363,0.00105396,47,,,,
5.7,5.20125,0.52281,0.00081815,0.00107285,48,,,,
5.8,5.20129,0.5228,0.00083267,0.00109173,49,,,,
5.9,5.20129,0.52278,0.00084719,0.00111061,50,,,,
6,5.20133,0.52279,0.00086171,0.0011295,51,,,,
6.1,5.20149,0.52161,0.00087622,0.00114834,52,,,,
6.2,5.20168,0.51981,0.00089068,0.00116712,53,,,,
6.3,5.20168,0.51987,0.00090512,0.0011859,54,,,,
6.4,5.20161,0.50928,0.00091942,0.00120429,55,,,,
6.5,5.20161,0.5053,0.00093351,0.00122255,56,,,,
6.6,5.20157,0.50804,0.00094758,0.0012409,57,,,,
6.7,5.20157,0.50804,0.0009617,0.00125925,58,,,,
6.8,5.20149,0.50505,0.00097577,0.00127749,59,,,,
6.9,5.20141,0.52018,0.00099001,0.00129628,60,,,,
7,5.20137,0.52009,0.00100445,0.00131507,61,,,,
7.1,5.20137,0.52014,0.0010189,0.00133385,62,,,,
7.2,5.20137,0.53788,0.0010336,0.00135328,63,,,,
7.3,5.20137,0.51997,0.00104829,0.00137206,64,,,,
7.4,5.20133,0.52002,0.00106273,0.00139085,65,,,,
7.5,5.20137,0.5334,0.00107736,0.00141011,66,,,,
7.6,5.20137,0.51985,0.00109199,0.00142889,67,,,,
7.7,5.20133,0.51988,0.00110643,0.00144767,68,,,,
7.8,5.20137,0.54932,0.00112128,0.00146751,69,,,,
7.9,5.20098,0.50679,0.00113595,0.00148581,70,,,,
8,5.20098,0.52353,0.00115026,0.00150472,71,,,,
8.1,5.20102,0.51201,0.00116464,0.00152322,72,,,,
8.2,5.20106,0.50729,0.0011788,0.00154154,73,,,,
8.3,5.20102,0.50654,0.00119288,0.00155983,74,,,,
8.4,5.2011,0.51102,0.00120701,0.00157829,75,,,,
8.5,5.20106,0.52394,0.00122139,0.00159721,76,,,,
8.6,5.20106,0.52388,0.00123594,0.00161614,77,,,,
8.7,5.20102,0.51127,0.00125032,0.0016346,78,,,,
8.8,5.20098,0.52394,0.0012647,0.00165353,79,,,,
8.9,5.20121,0.5215,0.00127922,0.00167236,80,,,,
9,5.20137,0.53265,0.00129386,0.0016916,81,,,,
9.1,5.20141,0.51997,0.00130848,0.00171039,82,,,,
9.2,5.20133,0.51997,0.00132292,0.00172917,83,,,,
9.3,5.20129,0.53116,0.00133752,0.00174835,84,,,,
9.4,5.20129,0.58985,0.00135309,0.00176966,85,,,,
9.5,5.20129,0.51986,0.0013685,0.00178844,86,,,,
9.6,5.20141,0.50878,0.00138279,0.00180681,87,,,,
9.7,5.20145,0.50654,0.00139689,0.00182511,88,,,,
9.8,5.20145,0.51981,0.00141115,0.00184389,89,,,,
9.9,5.20145,0.52027,0.00142559,0.00186268,90,,,,
10,5.20141,0.50779,0.00143987,0.00188102,91,,,,
10.1,5.20145,0.52039,0.00145415,0.00189982,92,,,,
10.2,5.20137,0.52049,0.00146861,0.00191862,93,,,,
10.3,5.20141,0.53415,0.00148325,0.00193791,94,,,,
10.4,5.20137,0.52053,0.0014979,0.00195671,95,,,,
10.5,5.20137,0.52057,0.00151236,0.00197552,96,,,,
10.6,5.20121,0.47471,0.00152619,0.00199266,97,,Total,0.00193951,Wh
10.7,5.20121,0.49336,0.00153963,0.00201048,98,,In J,6.982236,J
10.8,5.20161,0.48018,0.00155315,0.00202783,99,,One cycle,0.000698224,J
10.9,5.20196,0.46875,0.00156633,0.00204477,100,,,,
11,5.20235,0.47223,0.0015794,0.00206183,101,,Wh to J,3600,s
11.1,5.20274,0.48118,0.00159264,0.00207921,102,,Cyber count,10000,
