# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.18908, V max: 5.22219,,,,,,,,
# I min: 0.31308, I max: 0.62367,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22211,0.32759,0.00000455,0.00001188,,,,,
0.1,5.22219,0.35336,0.00001401,0.00002469,,,,,
0.2,5.22184,0.33054,0.00002351,0.00003668,,,,,
0.3,5.22187,0.33069,0.00003269,0.00004867,,,,,
0.4,5.22191,0.31308,0.00004163,0.00006003,,,,,
0.5,5.22191,0.31332,0.00005033,0.00007139,,,,,
0.6,5.2218,0.33081,0.00005928,0.00008338,,,,,
0.7,5.2218,0.33085,0.00006847,0.00009538,,,,,
0.8,5.22172,0.31482,0.00007743,0.0001068,,,,,
0.9,5.22164,0.33094,0.0000864,0.0001188,,,,,
1,5.22156,0.33097,0.0000956,0.0001308,,,,,
1.1,5.22152,0.31407,0.00010456,0.00014219,,,,,
1.2,5.2218,0.31357,0.00011327,0.00015356,,,,,
1.3,5.22172,0.3282,0.00012219,0.00016541,,,,,
1.4,5.2041,0.49212,0.00013358,0.00018317,1,,,,
1.5,5.18908,0.59507,0.00014868,0.00020465,2,,,,
1.6,5.19158,0.61298,0.00016546,0.00022676,3,,,,
1.7,5.19534,0.62367,0.00018263,0.00024924,4,,,,
1.8,5.19534,0.61671,0.00019986,0.00027147,5,,,,
1.9,5.19659,0.62267,0.00021707,0.0002939,6,,,,
2,5.19408,0.61944,0.00023433,0.00031624,7,,,,
2.1,5.18908,0.61894,0.00025153,0.00033859,8,,,,
2.2,5.20082,0.60949,0.00026859,0.00036059,9,,,,
2.3,5.19781,0.60427,0.00028545,0.00038239,10,,,,
2.4,5.1948,0.5988,0.00030215,0.00040398,11,,,,
2.5,5.19241,0.59842,0.00031878,0.00042556,12,,,,
2.6,5.19131,0.61795,0.00033568,0.00044783,13,,,,
2.7,5.1912,0.61845,0.00035285,0.00047013,14,,,,
2.8,5.19116,0.61845,0.00037003,0.00049242,15,,,,
2.9,5.19104,0.62019,0.00038723,0.00051478,16,,,,
3,5.19073,0.61154,0.00040434,0.00053682,17,,,,
3.1,5.19069,0.6116,0.00042133,0.00055887,18,,,,
3.2,5.19073,0.61163,0.00043832,0.00058092,19,,,,
3.3,5.19065,0.61167,0.00045531,0.00060296,20,,,,
3.4,5.19065,0.61165,0.0004723,0.00062506,21,,,,
3.5,5.2016,0.54136,0.00048831,0.00064458,22,,,,
3.6,5.2016,0.54484,0.0005034,0.00066427,23,,,,
3.7,5.19229,0.54708,0.00051856,0.000684,24,,,,
3.8,5.19311,0.54658,0.00053375,0.00070371,25,,,,
3.9,5.19401,0.53017,0.00054871,0.00072284,26,,,,
4,5.19519,0.53887,0.00056356,0.00074228,27,,,,
4.1,5.19609,0.5421,0.00057857,0.00076185,28,,,,
4.2,5.19695,0.55857,0.00059386,0.00078201,29,,,,
4.3,5.19785,0.55109,0.00060927,0.0008019,30,,,,
4.4,5.19871,0.54384,0.00062447,0.00082154,31,,,,
4.5,5.19949,0.53656,0.00063948,0.00084092,32,,,,
4.6,5.19973,0.54633,0.00065452,0.00086064,33,,,,
4.7,5.19984,0.5338,0.00066952,0.00087992,34,,,,
4.8,5.19988,0.53384,0.00068435,0.0008992,35,,,,
4.9,5.19977,0.53387,0.00069918,0.00091847,36,,,,
5,5.19973,0.5237,0.00071387,0.00093738,37,,,,
5.1,5.19981,0.51997,0.00072836,0.00095616,38,,,,
5.2,5.19969,0.52097,0.00074282,0.00097497,39,,,,
5.3,5.19973,0.53381,0.00075747,0.00099425,40,,,,
5.4,5.19961,0.52122,0.00077212,0.00101307,41,,,,
5.5,5.19969,0.52047,0.00078659,0.00103186,42,,,,
5.6,5.19973,0.561,0.00080161,0.00105212,43,,,,
5.7,5.19941,0.536,0.00081685,0.00107147,44,,,,
5.8,5.1993,0.53711,0.00083175,0.00109086,45,,,,
5.9,5.19941,0.52122,0.00084645,0.00110968,46,,,,
6,5.19953,0.53712,0.00086115,0.00112908,47,,Total,0.00103698,Wh
6.1,5.19957,0.53722,0.00087607,0.00114848,48,,In J,3.733128,J
6.2,5.19969,0.51127,0.00089064,0.00116694,49,,One cycle,0.000373313,J
6.3,5.19981,0.49709,0.00090464,0.00118489,50,,,,
6.4,5.20039,0.49088,0.00091836,0.00120262,51,,Wh to J,3600,s
6.5,5.20094,0.48541,0.00093192,0.00122015,52,,Cyber count,10000,
