# 10.0 sps, start/stop: 50/0 mA (5 s), channels: 4,,,,,,,
# V min: 5.1753, V max: 5.22363,,,,,,,,
# I min: 0.31233, I max: 0.68733,,,,,,,,
Time,Voltage,Current,Capacity,Energy,,,,,
0,5.22348,0.32804,0.00000456,0.0000119,,,,,
0.1,5.22352,0.31457,0.00001348,0.00002331,,,,,
0.2,5.22363,0.32755,0.0000224,0.00003519,,,,,
0.3,5.22356,0.32764,0.0000315,0.00004708,,,,,
0.4,5.22348,0.31233,0.00004039,0.00005841,,,,,
0.5,5.22348,0.32758,0.00004928,0.00007029,,,,,
0.6,5.22344,0.32758,0.00005838,0.00008217,,,,,
0.7,5.22344,0.32755,0.00006747,0.00009405,,,,,
0.8,5.22348,0.32751,0.00007657,0.00010593,,,,,
0.9,5.22356,0.32752,0.00008567,0.00011781,,,,,
1,5.2236,0.31556,0.0000946,0.00012926,,,,,
1.1,5.22356,0.32751,0.00010353,0.00014111,,,,,
1.2,5.21036,0.45333,0.00011438,0.00015744,1,,,,
1.3,5.19033,0.6468,0.00012966,0.00018075,2,,,,
1.4,5.19283,0.59308,0.00014688,0.00020214,3,,,,
1.5,5.19283,0.59955,0.00016344,0.00022376,4,,,,
1.6,5.19283,0.61671,0.00018033,0.000246,5,,,,
1.7,5.19283,0.61521,0.00019744,0.00026819,6,,,,
1.8,5.2047,0.60626,0.00021441,0.00029009,7,,,,
1.9,5.18657,0.59781,0.00023113,0.00031167,8,,,,
2,5.18782,0.59308,0.00024767,0.00033306,9,,,,
2.1,5.19515,0.608,0.00026435,0.00035499,10,,,,
2.2,5.19214,0.59681,0.00028109,0.0003765,11,,,,
2.3,5.19092,0.59656,0.00029766,0.00039801,12,,,,
2.4,5.19116,0.59308,0.00031419,0.00041939,13,,,,
2.5,5.19124,0.59084,0.00033063,0.00044069,14,,,,
2.6,5.1912,0.59159,0.00034705,0.00046201,15,,,,
2.7,5.1912,0.59408,0.00036352,0.00048343,16,,,,
